gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,num_services,Segment,Segment_Name,Assigned_Intervention,CLV,Churn_Probability,High_Risk,Intervention_Cost,intervention_cost,baseline_loss,prevented_loss,net_benefit
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,882.0,0.6857396,True,0,0.0,604.8223067522049,120.96446135044096,120.96446135044096
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,0,2-4 years,5,3,At-Risk Newcomers,feature_tutorial,1122.0,0.43502027,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,0,4+ years,6,1,Loyal Champions,premium_support,766.8,0.37605515,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,0,2-4 years,3,0,Segment 0,discount_20,778.1999999999999,0.39513767,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,0,4+ years,6,1,Loyal Champions,premium_support,765.5999999999999,0.34238347,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,51,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,0,4+ years,3,0,Segment 0,discount_20,533.4000000000001,0.38027537,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1303.25,0,4+ years,1,2,Budget Conscious,discount_10,239.39999999999998,0.32278806,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,371.4,0,0-1 year,3,0,Segment 0,discount_20,520.2,0.5016055,True,0,0.0,260.9351866722107,78.2805560016632,78.2805560016632
Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,0,4+ years,3,0,Segment 0,discount_20,595.8,0.40005732,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,0,4+ years,7,1,Loyal Champions,premium_support,1021.1999999999999,0.33763394,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1146.0,0.5442145,True,0,0.0,623.6698021888733,124.73396043777467,124.73396043777467
Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,1,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1108.1999999999998,0.3991229,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,0,4+ years,4,1,Loyal Champions,premium_support,1077.6,0.3690444,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,824.75,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,894.5999999999999,0.46391493,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.05,5153.5,0,4+ years,5,1,Loyal Champions,premium_support,1236.6,0.3930125,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,0,4+ years,8,1,Loyal Champions,premium_support,1392.0,0.36443496,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,0,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,838.8000000000001,0.69098186,True,0,0.0,579.5955883026123,115.91911766052249,115.91911766052249
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.1,6683.4,0,4+ years,5,1,Loyal Champions,premium_support,1141.1999999999998,0.35748115,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.05,0,2-4 years,3,0,Segment 0,discount_20,483.0,0.3973567,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,755.6,0,2-4 years,2,2,Budget Conscious,discount_10,309.0,0.408063,False,0,0.0,0.0,0.0,0.0
Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,0,2-4 years,6,1,Loyal Champions,premium_support,1264.1999999999998,0.43843994,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,0,4+ years,7,1,Loyal Champions,premium_support,1363.1999999999998,0.40845838,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,1664.3,0,4+ years,2,2,Budget Conscious,discount_10,288.0,0.32155216,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,198.1,0,0-1 year,1,2,Budget Conscious,discount_10,232.79999999999998,0.43903002,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,0,4+ years,7,1,Loyal Champions,premium_support,1033.1999999999998,0.33763394,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,0,2-4 years,6,1,Loyal Champions,premium_support,1231.8000000000002,0.4112667,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,0,4+ years,5,1,Loyal Champions,premium_support,1114.1999999999998,0.3499246,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,0,4+ years,5,1,Loyal Champions,premium_support,1173.0,0.38462168,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.8,1029.75,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1005.5999999999999,0.5012867,True,0,0.0,504.0938909053802,100.81877818107603,100.81877818107603
Male,1,No,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,2854.55,1,4+ years,4,0,Segment 0,discount_20,653.4000000000001,0.41535148,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.95,7114.25,0,4+ years,6,1,Loyal Champions,premium_support,1175.4,0.34876704,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.95,907.05,0,2-4 years,1,2,Budget Conscious,discount_10,239.39999999999998,0.37181774,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.6,973.95,0,2-4 years,2,2,Budget Conscious,discount_10,295.20000000000005,0.38023716,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,0,0-1 year,4,0,Segment 0,discount_20,611.4000000000001,0.45847213,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,0,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,907.1999999999999,0.4962897,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.75,4116.9,0,4+ years,3,3,At-Risk Newcomers,feature_tutorial,969.0,0.36664143,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,0,4+ years,4,1,Loyal Champions,premium_support,1084.8000000000002,0.38917205,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,1,2-4 years,5,1,Loyal Champions,premium_support,1197.6,0.45187402,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,0,4+ years,4,1,Loyal Champions,premium_support,723.0,0.3667945,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,55.7,0,0-1 year,1,2,Budget Conscious,discount_10,242.39999999999998,0.5829686,True,0,0.0,141.31158685684204,21.196738028526312,21.196738028526312
Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,0,1-2 years,4,0,Segment 0,discount_20,769.8000000000001,0.40585527,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.25,493.95,0,2-4 years,1,2,Budget Conscious,discount_10,243.0,0.36889783,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,1,1-2 years,6,3,At-Risk Newcomers,feature_tutorial,1270.1999999999998,0.44513604,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,905.4000000000001,0.4957107,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1126.1999999999998,0.54912925,True,0,0.0,618.4293587207793,123.68587174415586,123.68587174415586
Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.15,0,4+ years,5,1,Loyal Champions,premium_support,1188.0,0.38941044,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,324.2,0,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,963.5999999999999,0.58980393,True,0,0.0,568.3350708961486,113.66701417922974,113.66701417922974
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,19.55,0,0-1 year,1,2,Budget Conscious,discount_10,234.60000000000002,0.6584753,True,0,0.0,154.47830064296724,23.171745096445107,23.171745096445107
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,2793.55,0,2-4 years,6,3,At-Risk Newcomers,feature_tutorial,1209.0,0.412205,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,1,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1209.0,0.44780043,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.65,0,0-1 year,3,0,Segment 0,discount_20,645.0,0.45847213,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,1,0-1 year,1,0,Segment 0,discount_20,372.0,0.6332098,True,0,0.0,235.55405473709106,70.66621642112733,70.66621642112733
Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.6,917.15,0,2-4 years,2,2,Budget Conscious,discount_10,307.20000000000005,0.3972905,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.35,1346.9,0,1-2 years,4,0,Segment 0,discount_20,700.2,0.39964053,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,4242.35,1,4+ years,3,1,Loyal Champions,premium_support,960.0,0.36664143,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,672.7,0,1-2 years,2,0,Segment 0,discount_20,556.2,0.477697,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,0,4+ years,8,1,Loyal Champions,premium_support,1365.0,0.37065193,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,0,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1084.8000000000002,0.6306142,True,0,0.0,684.090307044983,136.81806140899653,136.81806140899653
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.3,7337.55,0,4+ years,7,1,Loyal Champions,premium_support,1311.6,0.3631397,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,843.0,0.58817875,True,0,0.0,495.8346894979477,99.16693789958953,99.16693789958953
Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,5194.05,0,4+ years,8,1,Loyal Champions,premium_support,1083.6,0.35815436,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,0,4+ years,6,1,Loyal Champions,premium_support,783.0,0.34085855,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,1,4+ years,5,1,Loyal Champions,premium_support,1201.8000000000002,0.36609197,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,1,2-4 years,5,3,At-Risk Newcomers,feature_tutorial,1134.0,0.40109843,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.65,196.9,0,0-1 year,3,0,Segment 0,discount_20,727.8,0.5951638,True,0,0.0,433.16022977828976,129.94806893348692,129.94806893348692
Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.1,439.2,0,1-2 years,2,2,Budget Conscious,discount_10,289.20000000000005,0.39197403,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,0,0-1 year,1,2,Budget Conscious,discount_10,234.0,0.6584753,True,0,0.0,154.0832154750824,23.112482321262377,23.112482321262377
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,0,1-2 years,4,3,At-Risk Newcomers,feature_tutorial,1031.4,0.40422195,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,53.5,3035.8,0,4+ years,3,0,Segment 0,discount_20,642.0,0.40132755,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1866.45,0,4+ years,2,2,Budget Conscious,discount_10,305.4,0.32988232,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,0,4+ years,1,2,Budget Conscious,discount_10,246.0,0.32278806,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,0,4+ years,1,2,Budget Conscious,discount_10,250.20000000000002,0.3588839,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,0,4+ years,8,1,Loyal Champions,premium_support,1078.8000000000002,0.33763394,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.0,684.05,0,2-4 years,2,2,Budget Conscious,discount_10,312.0,0.41829014,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.2,3914.05,0,2-4 years,8,1,Loyal Champions,premium_support,1358.4,0.39907867,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05,3842.6,0,4+ years,1,1,Loyal Champions,premium_support,828.5999999999999,0.3504439,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,670.35,0,2-4 years,1,2,Budget Conscious,discount_10,241.20000000000002,0.3736502,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,0,4+ years,7,1,Loyal Champions,premium_support,1315.8000000000002,0.3472177,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,19.2,0,0-1 year,1,2,Budget Conscious,discount_10,230.39999999999998,0.62354165,True,0,0.0,143.66399688720702,21.549599533081064,21.549599533081064
Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,1,0-1 year,1,0,Segment 0,discount_20,406.79999999999995,0.47135633,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.0,3371.75,0,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1080.0,0.4294232,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.45,0,0-1 year,2,0,Segment 0,discount_20,408.0,0.45130563,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,0,0-1 year,1,2,Budget Conscious,discount_10,244.79999999999998,0.6643666,True,0,0.0,162.63694438934326,24.3955416584015,24.3955416584015
Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,2345.55,0,4+ years,3,0,Segment 0,discount_20,463.20000000000005,0.36378065,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,0,0-1 year,0,0,Segment 0,discount_20,303.0,0.6953694,True,0,0.0,210.69693499803543,63.209080499410646,63.209080499410646
Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.6,1156.35,0,1-2 years,4,0,Segment 0,discount_20,727.2,0.4265442,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,1,4+ years,4,1,Loyal Champions,premium_support,1079.4,0.37013593,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,144.8,0,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,897.0,0.62809515,True,0,0.0,563.4013495445251,112.68026990890502,112.68026990890502
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,0,1-2 years,1,2,Budget Conscious,discount_10,247.20000000000002,0.38863662,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1013.4000000000001,0.483031,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,0,0-1 year,1,2,Budget Conscious,discount_10,244.79999999999998,0.48173115,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.7,2212.55,0,2-4 years,6,0,Segment 0,discount_20,980.4000000000001,0.39111766,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55,1,2-4 years,3,3,At-Risk Newcomers,feature_tutorial,954.0,0.38902584,False,0,0.0,0.0,0.0,0.0
